Ch_0,Ch_1,Ch_2,Ch_3,Ratio_0_1,TimeDiff_0_1,Ratio_2_3,TimeDiff_2_3
591,454,423,494,1.301762114537445,-625,0.8562753036437247,1874
246,265,363,233,0.9283018867924528,-999,1.55793991416309,-751
863,988,581,513,0.8734817813765182,-1188,1.1325536062378168,375
726,1006,1000,515,0.7216699801192843,2626,1.941747572815534,-564
1163,1436,1378,1057,0.8098885793871866,-814,1.303689687795648,-314
594,590,427,389,1.006779661016949,-1376,1.0976863753213368,375
779,601,1238,990,1.2961730449251248,-2125,1.2505050505050506,811
272,280,295,400,0.9714285714285714,-500,0.7375,2751
1028,1074,1037,862,0.957169459962756,438,1.203016241299304,1439
1656,1911,2265,1751,0.8665620094191523,1186,1.2935465448315249,437
783,846,1103,703,0.925531914893617,-750,1.5689900426742531,-63
1522,1084,1200,930,1.4040590405904059,-3282,1.2903225806451613,1875
2830,2088,2436,2490,1.3553639846743295,-623,0.9783132530120482,2186
1675,1110,1355,1449,1.509009009009009,-1063,0.935127674258109,1312
1547,1373,1520,2458,1.1267297887836853,-625,0.6183889340927583,2094
2214,1419,1352,1700,1.5602536997885834,-2624,0.7952941176470588,2094
1243,1280,1869,1214,0.97109375,938,1.5395387149917628,282
266,211,253,493,1.2606635071090047,-1750,0.513184584178499,1626
2168,2069,1729,1319,1.0478492025132915,-375,1.310841546626232,-125
253,250,202,206,1.012,-2500,0.9805825242718447,-750
923,997,1164,1609,0.925777331995988,-1250,0.723430702299565,2344
1086,1427,1666,820,0.7610371408549405,-436,2.0317073170731708,1124
374,302,435,308,1.2384105960264902,-1126,1.4123376623376624,-1125
964,598,648,820,1.6120401337792643,-3186,0.7902439024390244,2937
880,897,936,729,0.9810479375696767,-812,1.2839506172839505,-376
278,385,548,340,0.7220779220779221,-1250,1.611764705882353,-1250
2930,4147,3373,2604,0.706534844465879,1781,1.2953149001536097,298
293,241,1751,198,1.2157676348547717,-500,8.843434343434344,-2532
1182,1304,1332,1289,0.906441717791411,-249,1.0333591931730024,219
1256,641,785,1103,1.9594383775351014,-5126,0.7116953762466002,5437
802,1002,1019,1435,0.8003992015968064,-1000,0.7101045296167248,3498
1504,1509,1775,1623,0.9966865473823724,1,1.0936537276648182,750
919,577,462,915,1.5927209705372618,-3313,0.5049180327868853,3126
1828,1918,2364,1230,0.9530761209593326,-1157,1.921951219512195,-1221
680,610,1190,975,1.1147540983606556,-2125,1.2205128205128206,1375
232,217,166,205,1.0691244239631337,-1000,0.8097560975609757,749
908,857,1404,1229,1.0595099183197199,-1563,1.1423921887713588,1624
577,445,450,264,1.296629213483146,-1624,1.7045454545454546,-125
6419,1847,2368,1655,3.4753654574986466,-6205,1.4308157099697885,1281
982,1224,1304,966,0.8022875816993464,1938,1.349896480331263,502
275,323,251,245,0.8513931888544891,-625,1.0244897959183674,-1001
622,644,384,337,0.9658385093167702,-1000,1.13946587537092,-750
1211,623,764,1028,1.9438202247191012,-3688,0.7431906614785992,3063
1101,970,945,558,1.1350515463917525,-124,1.6935483870967742,-1062
302,237,300,243,1.2742616033755274,251,1.2345679012345678,-1000
1606,1901,2219,1771,0.8448185165702262,-686,1.2529644268774704,751
1331,1453,1383,1320,0.9160357880247764,624,1.0477272727272726,500
1052,896,692,584,1.1741071428571428,-1125,1.1849315068493151,1499
1315,2067,1276,1149,0.6361877116594098,1969,1.1105308964316798,-561
371,774,683,368,0.479328165374677,4250,1.8559782608695652,313
2344,2250,1924,1831,1.0417777777777777,-689,1.050791916985254,1531
1851,1892,1836,1956,0.9783298097251586,-1000,0.9386503067484663,3125
1798,1863,1492,1454,0.9651100375738056,-531,1.0261348005502062,437
1655,1243,1870,1043,1.331456154465004,-406,1.7929050814956855,-843
383,365,1824,310,1.0493150684931507,1000,5.883870967741935,-4063
698,962,1113,502,0.7255717255717256,2875,2.2171314741035855,-2250
2306,2099,6578,1736,1.0986183897093855,1033,3.7891705069124426,-3656
1625,1478,1290,1298,1.0994587280108254,-688,0.9938366718027735,-499
1004,3489,964,890,0.2877615362568071,2812,1.0831460674157303,626
1328,1618,2136,1194,0.8207663782447466,1686,1.7889447236180904,-1187
220,194,258,384,1.134020618556701,999,0.671875,1126
1465,789,883,1129,1.8567807351077312,-3751,0.7821080602302923,3624
808,922,1002,803,0.8763557483731019,-1188,1.2478206724782068,1813
1299,1888,2486,1040,0.6880296610169492,1500,2.3903846153846153,-406
822,1018,941,980,0.8074656188605108,624,0.960204081632653,1375
1534,1128,6723,1126,1.3599290780141844,186,5.970692717584369,-5070
1171,1059,1279,1706,1.10576015108593,-2250,0.7497069167643611,1218
3518,1311,1450,1084,2.683447749809306,-3860,1.3376383763837638,1344
1634,1129,1264,737,1.4472984942426927,-2595,1.7150610583446404,500
1087,1023,781,699,1.0625610948191593,-563,1.117310443490701,-938
2499,2046,1775,1674,1.221407624633431,-906,1.0603345280764636,842
465,458,950,780,1.01528384279476,-625,1.2179487179487178,811
1216,1353,1458,4969,0.8987435328898744,-2189,0.29341919903401087,4907
432,331,344,342,1.3051359516616314,-2250,1.0058479532163742,1001
1156,1092,1058,2111,1.0586080586080586,-1999,0.5011842728564662,3342
336,323,270,229,1.0402476780185759,0,1.1790393013100438,749
383,785,757,433,0.4878980891719745,2939,1.748267898383372,-314
1082,688,769,1049,1.572674418604651,-1562,0.7330791229742613,2125
1729,2064,2553,1823,0.8376937984496124,1468,1.4004388370817333,313
2733,2201,2587,3841,1.2417083144025443,-1436,0.6735225201770372,3515
1391,2163,1260,1119,0.643088303282478,1469,1.126005361930295,1187
499,428,474,328,1.1658878504672898,-750,1.4451219512195121,1251
346,319,348,453,1.084639498432602,-501,0.7682119205298014,3249
2333,1840,2048,2215,1.2679347826086957,158,0.9246049661399548,1189
2809,880,1053,759,3.1920454545454544,-5125,1.3873517786561265,314
945,3354,962,1073,0.2817531305903399,2189,0.896551724137931,-375
1398,3951,1584,1429,0.35383447228549736,2049,1.1084674597620714,1031
6457,1185,1462,828,5.448945147679325,-6103,1.7657004830917875,-313
1640,1211,3949,1210,1.3542526837324524,-904,3.2636363636363637,-3094
853,901,995,1314,0.946725860155383,-936,0.7572298325722984,3249
1641,2135,1738,1526,0.7686182669789228,2033,1.1389252948885977,782
1168,1325,1182,1166,0.8815094339622641,-437,1.0137221269296741,1438
1635,1594,5356,1075,1.0257214554579674,-125,4.982325581395349,-3468
630,616,1179,921,1.0227272727272727,374,1.280130293159609,1249
228,185,192,175,1.2324324324324325,-1250,1.0971428571428572,749
279,263,219,214,1.0608365019011408,-1375,1.0233644859813085,2751
955,1144,917,1110,0.8347902097902098,1000,0.8261261261261261,1062
947,868,1375,1125,1.0910138248847927,187,1.2222222222222223,1125
2372,1696,1854,2040,1.3985849056603774,-1718,0.9088235294117647,2437
1242,1332,1403,1435,0.9324324324324325,-749,0.9777003484320558,2468
398,304,286,424,1.3092105263157894,-4375,0.6745283018867925,625
1025,650,654,1007,1.5769230769230769,-4500,0.6494538232373386,4689
532,415,350,671,1.2819277108433735,-1625,0.5216095380029806,3936
1533,1334,1547,2671,1.1491754122938531,-1033,0.5791838262822913,3626
2236,1761,2770,1371,1.269733106189665,-407,2.0204230488694384,-2407
588,588,586,4887,1.0,125,0.11990996521383261,5797
1283,1262,1207,1925,1.0166402535657686,-1438,0.627012987012987,4094
2039,1397,1379,1177,1.4595561918396565,-1686,1.1716227697536108,1533
799,1187,1369,684,0.6731255265374895,2188,2.0014619883040936,-2062
1435,1173,3891,1159,1.2233589087809036,938,3.357204486626402,-1937
1208,3626,1374,1224,0.33314947600661887,2251,1.1225490196078431,0
900,980,1328,1060,0.9183673469387755,-688,1.2528301886792452,313
990,1123,876,1013,0.8815672306322351,1624,0.8647581441263573,436
4867,2725,3319,2461,1.7860550458715596,-3640,1.3486387647297846,1345
1704,1473,1220,1012,1.1568228105906313,-279,1.2055335968379446,1499
3140,1051,1255,958,2.9876308277830637,-3015,1.3100208768267223,2187
219,284,319,286,0.7711267605633803,-1000,1.1153846153846154,875
5412,1564,2125,1879,3.4603580562659846,-5250,1.1309207025013306,1092
485,569,870,865,0.8523725834797891,-1125,1.0057803468208093,437
2234,2078,2785,1905,1.0750721847930702,157,1.4619422572178478,499
677,1157,1291,607,0.5851339671564391,1875,2.1268533772652387,-1187
616,5173,632,569,0.11907983761840325,5735,1.1107205623901582,-1624
2266,3763,2251,1973,0.602179112410311,1954,1.1409021794221996,905
156,183,211,191,0.8524590163934426,249,1.1047120418848169,0
1178,1265,1892,1053,0.9312252964426877,1436,1.7967711301044635,-1030
4348,788,1019,671,5.517766497461929,-5469,1.518628912071535,-125
4900,1050,1452,1092,4.666666666666667,-5328,1.3296703296703296,-93
1498,1456,1552,1324,1.0288461538461537,-750,1.1722054380664653,1219
274,205,268,411,1.3365853658536586,-1500,0.6520681265206812,374
1023,1963,953,879,0.521141110545084,3064,1.0841865756541524,687
1206,1414,1749,1308,0.8528995756718529,-375,1.3371559633027523,-31
1173,1085,1463,1805,1.0811059907834102,-1000,0.8105263157894737,1843
1039,980,803,575,1.060204081632653,62,1.3965217391304348,-375
372,315,251,320,1.180952380952381,-2750,0.784375,2750
1512,1554,1575,7347,0.972972972972973,-188,0.2143732135565537,7617
1706,1651,1790,2553,1.033313143549364,-1593,0.7011359185272229,3187
2183,1197,1570,1294,1.8237259816207185,-2718,1.213292117465224,594
3254,3001,4007,4111,1.0843052315894701,-578,0.9747020189734857,2111
373,369,638,313,1.010840108401084,-750,2.038338658146965,64
1437,811,875,1264,1.7718865598027127,-2407,0.692246835443038,2563
1078,997,1160,970,1.0812437311935807,-1250,1.1958762886597938,1251
1006,560,564,920,1.7964285714285715,-1812,0.6130434782608696,3063
297,338,415,207,0.878698224852071,-2000,2.004830917874396,1500
1019,3439,903,858,0.29630706600756035,2280,1.0524475524475525,-250
1591,1632,1681,5880,0.9748774509803921,-938,0.2858843537414966,5407
1138,1316,1704,1337,0.8647416413373861,-499,1.274495138369484,250
735,756,1394,1083,0.9722222222222222,-1499,1.2871652816251153,1126
3317,1986,2509,2172,1.6701913393756294,-1907,1.155156537753223,1031
888,1526,993,909,0.581913499344692,2311,1.0924092409240924,625
3893,1536,2179,1768,2.5345052083333335,-3485,1.2324660633484164,1750
1290,1112,1484,1242,1.160071942446043,-1437,1.1948470209339774,1751
1603,1642,2220,1777,0.9762484774665042,-967,1.249296567248171,1250
319,575,717,280,0.5547826086956522,3375,2.5607142857142855,-2688
870,844,1305,1164,1.0308056872037914,-938,1.1211340206185567,688
2453,909,1297,975,2.6985698569856984,-4063,1.3302564102564103,1062
1326,1152,1540,1529,1.1510416666666667,-1751,1.0071942446043165,345
540,443,455,522,1.2189616252821671,-875,0.8716475095785441,1001
1135,877,3924,889,1.2941847206385404,-376,4.4139482564679415,-2798
637,463,473,294,1.3758099352051836,-2750,1.6088435374149659,-625
895,817,799,3109,1.0954712362301102,-1313,0.25699581859118686,4579
1605,1375,2200,914,1.1672727272727272,-187,2.4070021881838075,-1656
244,218,211,568,1.1192660550458715,1,0.3714788732394366,2624
1254,1072,2340,1253,1.169776119402985,438,1.8675179569034317,-1532
1232,2501,1344,1056,0.4926029588164734,1938,1.2727272727272727,1688
1508,2033,1772,1359,0.7417609444171176,1469,1.3038999264164828,-1782
672,1079,1112,623,0.6227988878591288,1688,1.7849117174959872,-1249
1893,3244,2075,1583,0.5835388409371147,875,1.3108022741629817,595
1117,1529,1438,1112,0.7305428384565075,1002,1.2931654676258992,-374
2612,2203,3031,2170,1.1856559237403541,1219,1.396774193548387,-438
1425,829,922,1217,1.7189384800965017,-2531,0.7576006573541495,4249
1030,856,1088,620,1.2032710280373833,-1189,1.7548387096774194,-1563
1973,1621,3941,1356,1.217149907464528,-907,2.9063421828908553,-3703
1642,1583,1702,1044,1.0372710044219835,-1938,1.6302681992337165,812
812,756,904,6338,1.0740740740740742,-1875,0.1426317450299779,6757
1340,1470,2600,1200,0.9115646258503401,939,2.1666666666666665,-1329
1205,1149,1208,2662,1.0487380330722367,-1499,0.45379413974455296,3937
1749,755,854,646,2.3165562913907283,-3126,1.3219814241486068,1062
569,473,452,411,1.2029598308668077,-3624,1.099756690997567,2625
2010,1661,2516,1206,1.210114388922336,-439,2.086235489220564,-2968
1164,583,664,790,1.9965694682675814,-1812,0.8405063291139241,2812
1109,871,817,1021,1.2732491389207807,-813,0.8001958863858962,3937
1699,911,887,1646,1.8649835345773875,-3031,0.5388821385176185,2938
174,261,261,308,0.6666666666666666,1,0.8474025974025974,-500
843,2395,839,961,0.35198329853862215,2157,0.8730489073881373,750
1763,1519,2181,997,1.1606319947333772,-189,2.1875626880641925,-1217
3367,2343,2708,2917,1.4370465215535637,-1468,0.9283510455947892,2500
1255,987,959,1375,1.2715298885511652,-1625,0.6974545454545454,2530
1110,1076,8312,962,1.0315985130111525,-1062,8.640332640332641,-6219
1373,1344,1981,1861,1.021577380952381,-1001,1.0644814615797957,1155
1358,1275,1668,1018,1.0650980392156864,-938,1.6385068762278978,-1251
277,303,334,374,0.9141914191419142,249,0.893048128342246,1499
1161,961,6083,814,1.2081165452653486,62,7.472972972972973,-4415
1068,1015,791,547,1.0522167487684728,-1437,1.4460694698354661,-250
380,341,388,247,1.1143695014662756,-1376,1.5708502024291497,-376
1979,1909,2201,2090,1.036668412781561,-594,1.05311004784689,1219
1329,949,938,1271,1.4004214963119073,-2561,0.7380015735641228,1938
2844,2098,2435,1613,1.355576739752145,-3062,1.509609423434594,686
1256,1029,1823,775,1.2206025267249756,127,2.352258064516129,-1999
1213,981,2643,889,1.236493374108053,749,2.9730033745781776,-3171
1274,1205,1515,1962,1.0572614107883818,-375,0.77217125382263,1719
1127,848,1042,1041,1.3290094339622642,-1375,1.0009606147934678,2812
1389,941,1031,931,1.4760892667375134,-1812,1.1074113856068744,750
1035,2657,1123,1081,0.38953707188558523,2844,1.0388529139685476,875
234,225,214,316,1.04,-1751,0.6772151898734177,3999
2813,1355,1336,1305,2.0760147601476016,-2032,1.0237547892720307,2657
2087,1623,1795,1923,1.2858903265557609,-2562,0.9334373374934998,2250
2031,2023,1178,1013,1.0039545229856648,-156,1.162882527147088,1874
490,487,565,597,1.0061601642710472,-2626,0.9463986599664992,2001
1915,1199,1184,1846,1.5971643035863219,-2501,0.6413867822318526,2907
333,288,278,257,1.15625,-500,1.0817120622568093,500
1649,1182,1465,1546,1.395093062605753,-2437,0.9476067270375161,1313
1351,1205,1380,1877,1.121161825726141,-376,0.7352157698454982,2281
1477,1570,1554,3086,0.9407643312101911,-438,0.5035644847699287,3672
699,696,1229,929,1.0043103448275863,125,1.3229278794402584,1189
796,988,984,563,0.805668016194332,-500,1.7477797513321491,-500
834,684,1484,1208,1.219298245614035,-376,1.228476821192053,1532
248,256,361,289,0.96875,-1250,1.2491349480968859,-626
5957,859,1123,797,6.934807916181606,-6874,1.409033877038896,-1
1289,1168,7175,954,1.1035958904109588,-125,7.520964360587002,-4507
1535,1301,2712,1296,1.1798616448885473,221,2.0925925925925926,-2203
1130,1141,736,681,0.9903593339176161,438,1.080763582966226,750
1324,1926,2133,1135,0.6874350986500519,1813,1.879295154185022,-531
2192,1329,1600,1986,1.6493604213694508,-2501,0.8056394763343404,2408
686,1130,1320,599,0.6070796460176991,1500,2.2036727879799667,-1717
756,765,944,866,0.9882352941176471,-374,1.090069284064665,627
1662,2581,2684,1609,0.6439364587369236,2375,1.668116842759478,-1250
205,201,235,379,1.0199004975124377,-3251,0.6200527704485488,3125
1044,976,1619,1059,1.069672131147541,-64,1.5288007554296505,470
968,886,1256,1057,1.09255079006772,-1187,1.1882686849574267,-63
1686,1259,1490,2025,1.3391580619539316,-2282,0.7358024691358025,2375
326,256,314,307,1.2734375,-1,1.022801302931596,1251
2286,1222,1355,1046,1.8707037643207856,-1906,1.2954110898661568,2312
1600,1556,979,847,1.0282776349614395,-562,1.155844155844156,1126
879,1828,1042,950,0.48085339168490154,3156,1.0968421052631578,1624
204,258,410,309,0.7906976744186046,-749,1.3268608414239482,-625
299,248,196,246,1.2056451612903225,-4126,0.7967479674796748,2250
1323,1232,1426,834,1.0738636363636365,-2,1.709832134292566,-1686
2317,957,1132,763,2.42110762800418,-3624,1.4836173001310615,-125
280,241,270,327,1.161825726141079,-1999,0.8256880733944955,5501
329,264,311,333,1.246212121212121,-999,0.933933933933934,125
752,654,1283,936,1.1498470948012232,-624,1.3707264957264957,564
640,686,795,792,0.9329446064139941,-874,1.003787878787879,1187
936,927,1466,1215,1.0097087378640777,-500,1.2065843621399177,1782
1015,1911,1213,1054,0.5311355311355311,2406,1.150853889943074,125
1982,1515,1755,1503,1.3082508250825082,-2531,1.1676646706586826,1533
678,1098,1154,660,0.6174863387978142,3250,1.7484848484848485,-2375
2729,2331,2742,1968,1.1707421707421708,123,1.3932926829268293,-1124
1105,969,1099,643,1.1403508771929824,-438,1.709175738724728,-1938
1048,1038,672,585,1.0096339113680155,1,1.1487179487179486,-876
1197,1234,1742,1181,0.9700162074554295,186,1.4750211685012702,-1093
748,1145,1333,699,0.6532751091703056,1625,1.9070100143061517,-2250
1493,1458,1748,1440,1.0240054869684498,1062,1.2138888888888888,-375
654,2088,684,686,0.3132183908045977,3157,0.9970845481049563,-875
244,209,424,266,1.167464114832536,-750,1.593984962406015,-499
1196,1368,1446,1877,0.8742690058479532,-1314,0.770378263185935,3501
1139,1027,2062,1069,1.1090555014605648,1124,1.9289055191768008,-1624
1886,3945,2106,1717,0.47807351077313054,2203,1.2265579499126382,-188
301,191,268,301,1.5759162303664922,-2749,0.8903654485049833,2001
1431,1264,2113,1675,1.1321202531645569,-1001,1.261492537313433,844
1745,1724,1547,1389,1.0121809744779582,-157,1.1137508999280057,783
2030,6775,2039,2005,0.2996309963099631,6110,1.0169576059850374,94
1611,2908,1517,1398,0.5539889958734525,1720,1.0851216022889842,907
1002,1030,1666,765,0.9728155339805825,-437,2.1777777777777776,-3843
1673,1299,1313,1433,1.287913779830639,-1031,0.9162595952547103,1375
800,1037,946,732,0.7714561234329798,-625,1.2923497267759563,936
226,284,324,221,0.795774647887324,750,1.4660633484162895,1750
1121,1370,1296,938,0.8182481751824817,-2062,1.3816631130063965,314
5129,4320,5225,5405,1.1872685185185186,-1125,0.9666975023126735,2188
2614,2308,2272,2487,1.132582322357019,-687,0.9135504624045034,1188
3821,2045,2708,2228,1.8684596577017114,-3078,1.215439856373429,750
732,637,1717,425,1.1491365777080063,939,4.04,-2968
1881,1611,1193,983,1.1675977653631284,-344,1.2136317395727365,813
1297,1610,1337,1078,0.8055900621118013,686,1.2402597402597402,125
1506,1075,1148,1263,1.4009302325581396,-2187,0.9089469517022961,2374
471,217,276,248,2.1705069124423964,-4624,1.1129032258064515,500
1041,1418,1215,1117,0.734132581100141,1500,1.0877350044762757,562
1639,3562,1941,1554,0.4601347557551937,1422,1.249034749034749,1500
895,911,504,425,0.9824368825466521,625,1.1858823529411764,500
239,213,208,435,1.1220657276995305,1250,0.4781609195402299,3250
871,1117,1322,830,0.7797672336615935,-1500,1.5927710843373495,-1626
1062,1188,1229,1455,0.8939393939393939,-437,0.8446735395189003,2063
841,937,1636,1371,0.8975453575240128,-688,1.1932895696571846,845
1253,1486,1155,1200,0.8432032301480484,1499,0.9625,500
1895,1350,1458,1615,1.4037037037037037,-1531,0.9027863777089783,1751
1083,1453,1114,1660,0.7453544390915348,-1000,0.6710843373493975,2563
1327,882,1131,1388,1.5045351473922903,-2250,0.8148414985590778,3874
964,982,1339,889,0.9816700610997964,-563,1.5061867266591675,-156
1408,771,927,1091,1.8261997405966277,-3345,0.84967919340055,2939
1149,1000,961,760,1.149,-688,1.2644736842105264,-1562
1610,1627,965,875,0.9895513214505224,-688,1.1028571428571428,438
1283,2529,1202,1306,0.5073151443258205,2282,0.9203675344563553,936
2002,1782,9425,1339,1.123456790123457,-624,7.038834951456311,-5149
2810,1733,2241,2161,1.6214656664743219,-532,1.03701989819528,845
1092,1151,1226,1376,0.94874022589053,-688,0.8909883720930233,2124
858,1002,1330,769,0.8562874251497006,373,1.729518855656697,-1562
4768,1959,2431,1629,2.4338948443083206,-4110,1.4923265807243709,1032
1012,4298,1048,1066,0.23545835272219637,4235,0.9831144465290806,626
1515,1525,2343,1373,0.9934426229508196,1876,1.7064821558630736,-94
1969,2071,1723,1634,0.950748430709802,125,1.0544675642594858,1813
1519,1397,1431,1061,1.0873299928418039,-1438,1.348727615457116,-1937
14642,12376,16303,14579,1.1830963154492566,1094,1.1182522806776871,890
1930,1848,2229,2176,1.0443722943722944,-531,1.0243566176470589,1499
461,435,414,282,1.0597701149425287,-375,1.4680851063829787,-1874
1377,1236,1540,3443,1.1140776699029127,-1063,0.4472843450479233,3515
814,820,1054,1010,0.9926829268292683,-1250,1.0435643564356436,2439
1434,1668,2403,1294,0.8597122302158273,593,1.857032457496136,-1312
1065,2004,1022,1156,0.531437125748503,3156,0.884083044982699,314
1521,2843,1680,1358,0.5349982412944073,1345,1.2371134020618557,-157
1372,934,1070,1188,1.468950749464668,-1562,0.9006734006734006,1501
3140,2888,3078,5630,1.0872576177285318,-906,0.5467140319715809,4749
4181,828,1057,661,5.049516908212561,-4219,1.5990922844175492,812
978,3862,1352,1148,0.2532366649404454,2952,1.1777003484320558,-969
1008,670,723,892,1.5044776119402985,-1812,0.8105381165919282,3751
487,280,414,263,1.7392857142857143,-3624,1.5741444866920151,-1251
950,1371,1237,840,0.6929248723559446,63,1.4726190476190477,-625
905,1187,1492,844,0.7624262847514743,125,1.7677725118483412,-686
459,444,468,466,1.0337837837837838,-125,1.0042918454935623,-249
1036,817,1243,705,1.2680538555691554,-1187,1.7631205673758865,-251
3794,2652,3131,4419,1.4306184012066365,-1640,0.708531341932564,3594
1304,1209,1333,2772,1.0785773366418527,-1626,0.4808802308802309,3844
3570,3231,3497,6391,1.104921077065924,-954,0.5471757158504147,5031
923,843,815,4284,1.0948991696322656,-2439,0.19024276377217553,4328
683,697,1060,1109,0.9799139167862266,-1000,0.9558160504959423,1500
270,290,316,283,0.9310344827586207,500,1.11660777385159,2374
1372,1160,992,771,1.1827586206896552,-1250,1.2866407263294424,374
1096,880,3106,839,1.2454545454545454,438,3.702026221692491,-1203
1507,1707,2206,1293,0.8828353837141183,1874,1.706109822119103,-312
1278,808,831,1199,1.5816831683168318,-3189,0.6930775646371977,3376
203,211,193,179,0.9620853080568721,-1749,1.0782122905027933,749
1291,3361,1167,1187,0.38411187146682535,2140,0.983150800336984,1250
867,771,1273,1081,1.1245136186770428,-2187,1.177613320999075,1125
1337,1029,1447,2459,1.2993197278911566,-1189,0.5884505896705978,2344
1307,1191,1466,1911,1.0973971452560873,-189,0.7671376242804814,1999
1252,949,1209,1038,1.3192834562697577,499,1.1647398843930636,-500
1141,2281,1115,1026,0.5002192021043402,3064,1.0867446393762183,-126
1620,1289,1141,1021,1.256788207913111,-406,1.117531831537708,562
168,259,242,736,0.6486486486486487,-1001,0.328804347826087,5251
863,788,1337,1133,1.0951776649746192,126,1.180052956751986,625
1205,2677,1081,1047,0.4501307433694434,1969,1.0324737344794652,500
1315,1140,1755,728,1.1535087719298245,313,2.4107142857142856,-2219
663,593,1135,1101,1.118043844856661,-750,1.030881017257039,1811
1841,1351,7344,1546,1.3626943005181347,-904,4.750323415265201,-4054
2248,1995,2272,2347,1.1268170426065163,-1718,0.9680443118875159,2188
990,1971,1183,1009,0.502283105022831,2249,1.1724479682854312,124
976,1464,1223,1075,0.6666666666666666,1437,1.1376744186046512,186
735,765,1261,1298,0.9607843137254902,-1125,0.9714946070878274,750
1258,818,929,932,1.5378973105134475,-688,0.9967811158798283,2501
955,678,1065,596,1.4085545722713864,-875,1.7869127516778522,-2500
275,262,200,197,1.049618320610687,-1751,1.015228426395939,1499
1051,1159,1287,993,0.9068162208800691,-2125,1.29607250755287,62
819,1043,1283,692,0.785234899328859,63,1.8540462427745665,345
917,913,1077,917,1.004381161007667,-1688,1.1744820065430752,2501
1480,1341,1725,1667,1.10365398956003,-1313,1.0347930413917217,655
1146,1087,786,543,1.0542778288868446,-126,1.4475138121546962,875
1174,980,1020,743,1.1979591836734693,-438,1.3728129205921937,250
274,257,277,399,1.066147859922179,-499,0.6942355889724311,249
1048,1031,937,650,1.0164888457807952,-1375,1.4415384615384614,-436
1690,938,1222,1609,1.8017057569296375,-2500,0.7594779366065879,2280
403,376,477,424,1.071808510638298,-875,1.125,1625
215,347,264,252,0.6195965417867435,1124,1.0476190476190477,1001
2911,2549,3058,1829,1.1420164770498236,-1968,1.6719518862766538,124
487,417,682,572,1.1678657074340528,-1625,1.1923076923076923,999
1546,2178,1878,1342,0.7098255280073462,1562,1.399403874813711,218
1415,877,1024,1080,1.61345496009122,-812,0.9481481481481482,1437
901,787,1516,1468,1.144853875476493,-1624,1.0326975476839237,1563
1106,1009,1144,6363,1.0961347869177402,-1687,0.17978940751217978,6321
873,6084,826,653,0.14349112426035504,6860,1.2649310872894335,-687
1736,1849,1957,1461,0.9388858842617631,-1531,1.3394934976043806,1625
1529,1196,1295,1370,1.278428093645485,187,0.9452554744525548,-813
1531,1691,1897,1304,0.9053814311058546,844,1.4547546012269938,-156
1386,2543,1660,1318,0.5450255603617774,1843,1.25948406676783,-218
503,351,379,493,1.433048433048433,-2625,0.768762677484787,3375
2667,1976,2212,2052,1.3496963562753037,-1155,1.077972709551657,688
1136,1223,1334,1223,0.92886345053148,-375,1.0907604251839738,1220
691,948,1071,441,0.7289029535864979,251,2.4285714285714284,-1437
1323,5957,1553,1408,0.22209165687426558,5063,1.1029829545454546,0
1129,2274,1271,1042,0.49648197009674583,1781,1.2197696737044146,187
1707,1466,1507,2478,1.164392905866303,-906,0.6081517352703794,2938
547,282,268,441,1.9397163120567376,-3374,0.6077097505668935,4125
215,262,288,352,0.8206106870229007,-251,0.8181818181818182,1501
187,443,330,302,0.4221218961625282,-374,1.0927152317880795,1626
222,199,328,262,1.1155778894472361,-249,1.251908396946565,1500
4302,872,1087,708,4.93348623853211,-6048,1.5353107344632768,-562
1134,1130,2224,1976,1.0035398230088495,-562,1.125506072874494,1251
2817,3118,2287,2479,0.9034637588197563,2000,0.9225494150867285,1094
1521,928,1074,1226,1.6390086206896552,-1938,0.8760195758564437,3937
974,729,1130,1011,1.336076817558299,-813,1.1177052423343226,1252
670,898,922,670,0.7461024498886414,-1749,1.3761194029850747,188
1615,1214,1400,1342,1.3303130148270181,-2813,1.0432190760059612,3031
380,252,289,248,1.507936507936508,-2876,1.1653225806451613,750
2176,1768,2157,1214,1.2307692307692308,-1876,1.7767710049423393,-1063
1139,1084,1219,801,1.0507380073800738,2062,1.5218476903870162,-936
2851,1680,1932,1430,1.6970238095238095,-2376,1.351048951048951,1031
1561,1694,1486,1529,0.9214876033057852,595,0.9718770438194899,157
2873,2552,2237,2078,1.125783699059561,-218,1.0765158806544755,1657
1296,1137,3891,1142,1.1398416886543536,-377,3.407180385288967,-1124
3620,2161,2835,2349,1.6751503933364182,-1953,1.206896551724138,719
1578,1531,996,924,1.030698889614631,-155,1.077922077922078,313
1252,1091,1078,1644,1.147571035747021,-1314,0.6557177615571776,3031
1112,3417,1197,1059,0.3254316652033948,2843,1.1303116147308783,751
836,809,758,506,1.0333745364647713,-312,1.4980237154150198,-251
307,377,336,486,0.8143236074270557,-1999,0.691358024691358,3750
1239,1106,1181,1152,1.120253164556962,1188,1.0251736111111112,-374
1922,2081,2669,1736,0.9235944257568477,719,1.537442396313364,-437
2173,2151,1886,1683,1.01022780102278,-126,1.1206179441473558,876
573,871,997,566,0.6578645235361653,1750,1.7614840989399294,-2064
1985,1843,1578,1133,1.0770482908301682,468,1.3927625772285968,-126
638,673,1035,1081,0.9479940564635958,-1376,0.9574468085106383,1
9515,5519,6816,6086,1.7240442109077732,-5557,1.1199474203089057,1399
