Ch_0,Ch_1,Ch_2,Ch_3,Ratio_0_1,TimeDiff_0_1,Ratio_2_3,TimeDiff_2_3
1231,1277,844,719,0.9639780736100235,-1249,1.1738525730180807,936
3759,2920,10313,2746,1.2873287671232876,-516,3.7556445739257103,-5633
1060,988,1623,1248,1.0728744939271255,189,1.3004807692307692,781
1512,1446,1714,2250,1.045643153526971,-1751,0.7617777777777778,2968
715,419,386,564,1.7064439140811456,-2499,0.6843971631205674,3250
1057,553,753,1006,1.9113924050632911,-3500,0.7485089463220675,4188
821,967,1420,1414,0.8490175801447777,-1000,1.0042432814710043,219
1184,897,991,1086,1.3199554069119286,-687,0.9125230202578268,-124
1277,932,953,714,1.3701716738197425,-1250,1.334733893557423,502
2158,1666,1666,2062,1.2953181272509005,-781,0.8079534432589719,2219
2565,1980,3484,2241,1.2954545454545454,530,1.5546630968317716,-327
631,676,807,560,0.9334319526627219,-1625,1.4410714285714286,-937
202,405,311,236,0.49876543209876545,2999,1.3177966101694916,-3125
457,382,405,390,1.1963350785340314,-2626,1.0384615384615385,750
446,484,385,236,0.9214876033057852,-751,1.63135593220339,-501
1887,1304,1421,1120,1.447085889570552,-2156,1.26875,1751
599,631,976,969,0.9492868462757528,-1500,1.0072239422084623,1127
770,633,1132,1060,1.216429699842022,-2249,1.0679245283018868,-61
5064,1155,1435,850,4.384415584415584,-6189,1.688235294117647,-718
1273,1140,778,649,1.1166666666666667,-437,1.1987673343605547,625
631,680,1196,1022,0.9279411764705883,-1125,1.1702544031311155,-437
501,697,636,591,0.7187948350071736,499,1.0761421319796953,1501
931,1053,1239,1091,0.8841405508072174,813,1.1356553620531622,249
1198,1909,1373,1115,0.6275536930330016,1688,1.231390134529148,-626
1260,1301,1812,1662,0.9684857801691007,-875,1.0902527075812274,1689
1571,1864,2624,1656,0.8428111587982833,-94,1.5845410628019323,-377
1217,2143,1477,1226,0.567895473635091,2032,1.204730831973899,313
296,313,202,237,0.9456869009584664,-624,0.8523206751054853,250
2276,1717,1921,1606,1.3255678509027373,-2000,1.1961394769613947,282
1319,1500,1235,1203,0.8793333333333333,-1189,1.0266001662510391,749
838,1575,929,861,0.532063492063492,1436,1.0789779326364692,751
1683,1612,1742,5397,1.044044665012407,-688,0.32277191032054847,4968
1429,1216,1778,1269,1.1751644736842106,469,1.401103230890465,-1969
4623,4120,7499,5544,1.1220873786407768,47,1.3526334776334776,-381
1043,1305,1416,874,0.7992337164750958,-311,1.620137299771167,-1374
1522,1514,1520,1316,1.0052840158520475,-2563,1.155015197568389,2218
750,726,1399,1250,1.0330578512396693,-251,1.1192,1124
1393,1494,2872,1329,0.9323962516733602,688,2.1610233258088787,-1390
2070,1864,2700,3130,1.1105150214592274,-594,0.8626198083067093,2079
957,1384,958,862,0.6914739884393064,499,1.111368909512761,438
1737,1458,2147,1561,1.191358024691358,-1314,1.3754003843689941,719
1041,650,676,1017,1.6015384615384616,-2562,0.6647000983284169,2751
1869,1297,1393,1363,1.441017733230532,-1469,1.0220102714600148,3251
1117,1117,1187,2833,1.0,-2375,0.41899046946699614,4265
1321,1233,1304,4131,1.0713706407137065,-687,0.3156620672960542,3829
216,218,205,185,0.9908256880733946,-749,1.1081081081081081,1000
3441,2046,2093,3045,1.6818181818181819,-3593,0.6873563218390805,4032
1963,1726,2266,2553,1.1373117033603708,-1094,0.8875832354093224,2000
296,321,327,1045,0.9221183800623053,-376,0.3129186602870813,3938
1848,1742,2335,2192,1.060849598163031,-718,1.0652372262773722,1624
1618,1746,5375,1378,0.9266895761741123,718,3.9005805515239476,-3492
935,1378,1099,961,0.6785195936139332,748,1.1436004162330906,813
667,714,1036,1042,0.9341736694677871,376,0.9942418426103646,188
525,827,813,520,0.6348246674727932,-125,1.5634615384615385,-687
1689,1678,1638,1347,1.0065554231227651,-468,1.2160356347438752,937
1751,1984,1845,1588,0.8825604838709677,124,1.1618387909319898,405
1238,1265,1364,1030,0.9786561264822135,875,1.3242718446601942,-874
834,883,524,493,0.9445073612684032,-813,1.0628803245436105,1125
1466,1027,1211,1451,1.4274586173320352,-1500,0.8345968297725707,375
1047,1124,1240,4463,0.9314946619217082,-623,0.27784001792516244,4656
1103,982,1194,1686,1.1232179226069245,-375,0.708185053380783,2404
833,1206,1379,778,0.6907131011608624,-187,1.7724935732647815,532
1028,1234,1300,1089,0.833063209076175,-1624,1.1937557392102847,1501
1271,907,998,1032,1.4013230429988974,-438,0.9670542635658915,-311
261,395,288,250,0.660759493670886,-750,1.152,2500
629,519,559,399,1.211946050096339,-125,1.4010025062656641,-1001
618,474,597,570,1.3037974683544304,-749,1.0473684210526315,-251
2297,2297,1650,1214,1.0,156,1.3591433278418452,1842
1061,1087,1009,918,0.9760809567617296,687,1.0991285403050108,-63
653,648,1211,1188,1.007716049382716,-1124,1.0193602693602695,563
5185,1002,1331,837,5.174650698602794,-6172,1.5902031063321387,313
628,517,491,585,1.2147001934235977,-812,0.8393162393162393,875
1457,1159,1161,1719,1.2571182053494392,-2312,0.675392670157068,2655
212,227,209,413,0.933920704845815,-500,0.5060532687651331,4250
1595,4813,1764,1678,0.3313941408684812,3703,1.0512514898688916,406
592,1034,893,641,0.5725338491295938,1688,1.393135725429017,-438
1413,1586,1644,1212,0.8909205548549811,-1126,1.3564356435643565,1908
1736,2051,1492,1370,0.8464163822525598,-874,1.089051094890511,1155
1629,1883,2071,1369,0.865108868826341,-531,1.512783053323594,813
1140,4740,1387,1211,0.24050632911392406,4548,1.1453344343517753,-30
2052,1672,2025,2689,1.2272727272727273,-1780,0.753068055039048,2687
574,599,1144,1070,0.9582637729549248,626,1.0691588785046728,437
1527,2212,1489,1368,0.6903254972875226,908,1.088450292397661,999
2499,1727,2839,2090,1.4470179502026637,218,1.358373205741627,-749
901,905,723,584,0.9955801104972376,-938,1.2380136986301369,1000
271,226,266,323,1.1991150442477876,-1000,0.8235294117647058,-500
349,1475,496,421,0.2366101694915254,3064,1.178147268408551,-2125
1877,1158,1294,1045,1.6208981001727116,-1282,1.2382775119617224,2124
1008,1079,2122,1289,0.9341983317886933,312,1.6462373933281613,781
1255,1767,1913,1179,0.7102433503112621,-313,1.6225614927905003,-1156
764,492,430,746,1.5528455284552845,-2750,0.5764075067024129,3314
5142,1279,1309,969,4.020328381548085,-5594,1.3508771929824561,1061
439,508,471,538,0.8641732283464567,-624,0.8754646840148699,1
1999,4039,1994,1591,0.494924486258975,2267,1.2532998114393463,689
913,486,467,819,1.8786008230452675,-3812,0.5702075702075702,5562
6019,1873,2429,1933,3.2135611318739987,-4671,1.256595964821521,749
1742,1568,1641,1084,1.1109693877551021,-376,1.5138376383763839,-593
260,189,232,301,1.3756613756613756,-751,0.770764119601329,3499
3164,2118,2927,2847,1.493862134088763,-719,1.0280997541271515,1
1278,3623,1401,1203,0.3527463428098261,2796,1.1645885286783042,-251
380,319,693,509,1.1912225705329154,-1500,1.3614931237721022,1563
467,735,872,421,0.6353741496598639,1500,2.07125890736342,-187
1081,825,1323,920,1.3103030303030303,-813,1.4380434782608695,1562
2073,1781,1778,2191,1.1639528354856823,-1156,0.8115015974440895,2283
229,196,181,209,1.1683673469387754,-4250,0.8660287081339713,1999
1139,1096,1905,1861,1.0392335766423357,-1500,1.0236432025792586,405
3232,3607,3658,2734,0.896035486553923,2328,1.337966349670812,-233
964,1054,1011,1062,0.9146110056925996,-688,0.9519774011299436,1624
782,664,1229,1148,1.177710843373494,187,1.0705574912891986,-251
873,863,735,532,1.011587485515643,-63,1.381578947368421,-751
1454,996,1037,1203,1.4598393574297188,-469,0.8620116375727348,2374
1541,1128,1142,1426,1.3661347517730495,-1250,0.8008415147265077,2126
2957,3681,4355,2447,0.8033143167617495,1656,1.7797302819779321,-688
1564,1975,2354,1323,0.7918987341772152,375,1.779289493575208,-1720
5049,1773,2251,1864,2.8477157360406093,-4110,1.207618025751073,1249
469,779,600,420,0.6020539152759948,2625,1.4285714285714286,-2750
1282,966,1099,1146,1.3271221532091098,251,0.9589877835951134,-313
639,1177,1180,750,0.5429056924384027,2312,1.5733333333333333,-1625
646,922,724,818,0.7006507592190889,2250,0.8850855745721271,1250
1331,1545,1557,972,0.8614886731391586,-625,1.6018518518518519,280
997,1487,1504,804,0.6704774714189644,1438,1.8706467661691542,-1251
354,415,442,641,0.8530120481927711,-624,0.6895475819032761,125
920,875,6736,647,1.0514285714285714,626,10.41112828438949,-5102
317,255,282,323,1.2431372549019608,-2375,0.8730650154798761,2501
217,289,444,234,0.7508650519031141,-750,1.8974358974358974,-1751
1352,1941,2339,1098,0.6965481710458526,1687,2.1302367941712204,-1594
358,374,207,200,0.9572192513368984,-1749,1.035,-2000
697,1059,1160,652,0.6581680830972616,1877,1.7791411042944785,-1624
1563,1628,2406,1353,0.9600737100737101,1592,1.778270509977827,-905
267,377,197,195,0.7082228116710876,3249,1.0102564102564102,1
1326,1088,1517,994,1.21875,-876,1.5261569416498995,-688
1762,1304,1024,1117,1.3512269938650308,-1470,0.9167412712623098,1251
1222,1131,1906,1497,1.0804597701149425,312,1.2732130928523715,843
1092,1039,909,2116,1.0510105871029836,-563,0.42958412098298676,3375
1869,862,1183,748,2.168213457076566,-3720,1.5815508021390374,-373
1018,913,1421,1278,1.1150054764512596,-1626,1.1118935837245696,937
879,827,883,1624,1.0628778718258767,-1499,0.5437192118226601,3124
780,766,1236,1047,1.0182767624020888,-1875,1.180515759312321,1312
2659,1890,2680,2230,1.4068783068783068,-626,1.201793721973094,-936
1286,1038,1293,2021,1.2389210019267822,-1126,0.6397822859970311,3188
1506,965,979,1004,1.5606217616580311,-2470,0.9750996015936255,2752
547,425,355,522,1.2870588235294118,-2125,0.6800766283524904,2249
225,228,148,182,0.9868421052631579,-501,0.8131868131868132,1500
2668,1673,1912,1777,1.5947399880454274,-2095,1.075970737197524,1564
2188,2336,2018,1851,0.9366438356164384,0,1.0902215018908699,1781
383,400,721,399,0.9575,-250,1.8070175438596492,-750
1060,1077,1650,1279,0.9842154131847726,-812,1.2900703674745895,780
851,1657,1482,870,0.5135787567893784,1687,1.703448275862069,-2095
6373,2375,2935,2323,2.6833684210526316,-5454,1.2634524321997418,2125
1244,1302,899,769,0.9554531490015361,-313,1.1690507152145644,-314
7317,6687,6899,5367,1.0942126514131898,313,1.285448108813117,46
741,891,1018,548,0.8316498316498316,563,1.8576642335766422,-438
927,1046,1048,1155,0.8862332695984704,-1812,0.9073593073593074,1500
1527,1408,1368,1188,1.0845170454545454,-875,1.1515151515151516,749
1450,948,1214,1074,1.529535864978903,-343,1.1303538175046555,1750
283,241,217,222,1.1742738589211619,-750,0.9774774774774775,-2499
916,1472,1678,940,0.6222826086956522,2437,1.7851063829787235,-1406
2652,4317,2882,2445,0.6143154968728284,2266,1.1787321063394682,344
1066,583,690,944,1.8284734133790737,-3187,0.7309322033898306,3125
395,299,254,222,1.3210702341137124,250,1.1441441441441442,-250
1768,1146,1343,1723,1.5427574171029668,-2624,0.779454439930354,1032
1225,971,1277,1631,1.2615859938208034,-1001,0.78295524218271,3470
3153,1182,1460,1160,2.66751269035533,-4390,1.2586206896551724,1751
1537,1386,1024,895,1.108946608946609,-123,1.1441340782122904,126
1575,1420,1309,1301,1.1091549295774648,-594,1.0061491160645657,2218
747,756,1271,1258,0.9880952380952381,0,1.0103338632750398,1688
293,316,229,434,0.9272151898734177,-3250,0.5276497695852534,3874
592,501,850,800,1.181636726546906,-499,1.0625,1812
1083,927,1723,797,1.168284789644013,251,2.161856963613551,-2906
1551,1338,1357,2041,1.1591928251121075,-1532,0.6648701616854483,3218
3817,2279,2587,2685,1.6748573935936815,-2720,0.9635009310986965,2158
717,1161,1466,649,0.6175710594315246,2062,2.258859784283513,-2126
1244,713,793,1241,1.7447405329593269,-3188,0.6390008058017728,2938
5537,4720,8009,5708,1.173093220338983,-829,1.4031184302733006,-414
1356,1456,1453,5445,0.9313186813186813,-1439,0.2668503213957759,5500
1616,1510,1182,887,1.0701986754966888,-32,1.3325817361894026,-1188
1261,1175,1221,1404,1.073191489361702,-875,0.8696581196581197,2062
566,439,387,506,1.2892938496583144,-625,0.7648221343873518,1001
1813,1161,1595,1283,1.561584840654608,-1782,1.2431800467653935,1156
1230,1033,6344,735,1.1907066795740562,1126,8.631292517006802,-5165
1048,1009,679,563,1.0386521308225967,-1249,1.2060390763765543,187
1321,1447,1559,2103,0.9129232895646164,-501,0.741321921065145,3125
1848,1993,2185,5396,0.9272453587556447,-1657,0.40492957746478875,4765
1574,1474,1722,2470,1.067842605156038,-531,0.697165991902834,3468
2104,2101,3791,2168,1.0014278914802475,-62,1.7486162361623616,-109
364,256,3336,267,1.421875,0,12.49438202247191,-3938
403,538,630,341,0.7490706319702602,374,1.847507331378299,-875
391,327,358,389,1.1957186544342508,-2251,0.9203084832904884,999
1154,943,1224,878,1.2237539766702015,-749,1.3940774487471526,-1502
1261,6112,1230,1032,0.20631544502617802,7420,1.191860465116279,876
384,568,459,361,0.676056338028169,2001,1.2714681440443214,-625
780,819,1302,1088,0.9523809523809523,374,1.1966911764705883,1500
5438,5119,7009,4861,1.0623168587614769,563,1.4418843859288213,-1023
548,1053,976,544,0.5204178537511871,937,1.7941176470588236,-1500
252,276,350,316,0.9130434782608695,750,1.1075949367088607,124
786,918,929,651,0.8562091503267973,-749,1.4270353302611367,124
1320,1008,1097,1430,1.3095238095238095,-3062,0.7671328671328671,3499
2000,1908,2155,1364,1.0482180293501049,-2125,1.5799120234604105,63
1892,1909,2069,2079,0.9910948140387638,-1469,0.9951899951899952,2625
996,952,2373,813,1.046218487394958,1438,2.918819188191882,-718
1028,996,873,827,1.0321285140562249,-626,1.0556227327690448,687
3296,1007,1283,871,3.2730883813306852,-4187,1.4730195177956371,1811
1344,1253,4386,1104,1.0726256983240223,938,3.972826086956522,-1469
296,230,256,226,1.2869565217391303,-1749,1.1327433628318584,2249
1390,1302,821,780,1.0675883256528418,-626,1.0525641025641026,813
903,1114,1277,802,0.8105924596050269,-561,1.5922693266832917,1563
936,3403,1061,1008,0.2750514252130473,2844,1.0525793650793651,314
284,259,233,328,1.0965250965250966,-2751,0.7103658536585366,1500
3860,1133,1396,1166,3.406884377758164,-3328,1.1972555746140652,1406
5524,770,1007,783,7.174025974025974,-7124,1.2860791826309068,2500
1159,1072,1655,1500,1.0811567164179106,-251,1.1033333333333333,1032
628,529,976,982,1.1871455576559546,-125,0.9938900203665988,-124
271,414,231,273,0.6545893719806763,-1376,0.8461538461538461,999
806,969,906,2920,0.8317853457172343,-1187,0.3102739726027397,4845
219,187,211,191,1.1711229946524064,-1500,1.1047120418848169,1
715,788,1204,1104,0.9073604060913706,-1688,1.0905797101449275,436
946,904,1337,654,1.0464601769911503,689,2.04434250764526,500
1286,982,1368,1853,1.309572301425662,-1500,0.7382622773880194,1751
1201,1112,922,707,1.0800359712230216,-750,1.304101838755304,-1312
1947,1558,1515,1512,1.2496790757381258,-1408,1.001984126984127,1844
3115,1400,1464,1481,2.225,-3405,0.9885212694125591,1968
1003,930,836,616,1.078494623655914,-500,1.3571428571428572,938
6655,1239,1483,1105,5.371267150928168,-6993,1.3420814479638008,344
691,708,1222,1035,0.9759887005649718,-1249,1.1806763285024156,688
1311,1502,1615,1037,0.8728362183754993,-1312,1.5573770491803278,-844
1562,2005,1454,1288,0.7790523690773067,780,1.1288819875776397,1344
866,784,977,1027,1.1045918367346939,374,0.9513145082765336,250
418,4772,386,450,0.0875943000838223,7016,0.8577777777777778,1500
1303,1268,1372,1208,1.027602523659306,-376,1.1357615894039734,811
1242,701,795,1027,1.7717546362339516,-2311,0.7740993184031159,3001
1429,1378,1583,3133,1.037010159651669,-1156,0.5052665177146505,2986
688,474,547,704,1.4514767932489452,625,0.7769886363636364,-1625
1495,1017,1024,1143,1.4700098328416913,-64,0.8958880139982502,1623
1959,1216,1334,1457,1.6110197368421053,-1905,0.9155799588194921,2312
1097,926,1615,1464,1.1846652267818574,-939,1.1031420765027322,1156
1225,1081,983,851,1.1332099907493063,-2001,1.1551116333725029,1936
1767,1012,1185,1544,1.7460474308300395,-3094,0.7674870466321243,3657
1424,1406,1430,1296,1.0128022759601707,1438,1.103395061728395,-563
2152,1395,1589,1743,1.542652329749104,-2375,0.9116465863453815,2750
1973,1555,1543,1272,1.2688102893890676,-1470,1.2130503144654088,842
325,318,748,378,1.0220125786163523,-1500,1.9788359788359788,-1813
737,1281,1393,634,0.5753317720530835,2062,2.197160883280757,-968
744,733,721,844,1.015006821282401,-1687,0.8542654028436019,1624
1250,1415,2287,1529,0.8833922261484098,-1000,1.4957488554610856,-406
2587,1247,1257,1030,2.07457898957498,-2718,1.220388349514563,1563
2589,2431,3013,2707,1.0649938296997121,-94,1.1130402659770964,1548
292,286,289,238,1.020979020979021,-1999,1.2142857142857142,376
241,338,339,2550,0.7130177514792899,-3001,0.13294117647058823,4046
946,1462,1482,860,0.6470588235294118,875,1.7232558139534884,-936
657,674,1350,1084,0.9747774480712166,-1000,1.2453874538745386,937
905,1101,1119,719,0.8219800181653043,-1124,1.556328233657858,375
1583,1833,1794,1238,0.8636115657392253,-718,1.4491114701130856,564
1097,691,890,699,1.5875542691751086,436,1.2732474964234621,812
848,1040,777,611,0.8153846153846154,-1,1.2716857610474632,-875
1690,1564,1996,2742,1.0805626598465474,-1155,0.7279358132749818,2171
3692,3818,3569,3118,0.9669984284965951,608,1.1446440025657472,1203
3102,2123,2258,1854,1.461139896373057,-468,1.2179072276159655,1655
1237,989,3692,720,1.2507583417593529,-125,5.127777777777778,-3203
2164,2082,1592,1552,1.0393852065321807,33,1.0257731958762886,623
1319,2158,1090,1103,0.6112140871177015,781,0.9882139619220308,688
716,642,1190,1007,1.115264797507788,-500,1.1817279046673288,1250
2233,1948,2315,2559,1.1463039014373717,-1063,0.9046502540054708,1720
796,437,500,813,1.8215102974828374,-4375,0.6150061500615006,3062
1177,1061,982,756,1.1093308199811498,249,1.2989417989417988,-500
1871,1414,1123,1287,1.3231966053748232,-1718,0.8725718725718725,563
883,1197,1371,803,0.7376775271512114,-687,1.7073474470734744,438
222,236,327,254,0.940677966101695,1000,1.2874015748031495,-1251
1339,864,1092,1175,1.5497685185185186,-1062,0.9293617021276596,1874
1283,1101,1551,1697,1.1653042688465032,-1626,0.9139658220388922,1938
1448,1184,1844,1475,1.222972972972973,188,1.2501694915254238,689
191,239,170,210,0.799163179916318,3250,0.8095238095238095,-250
1097,1506,858,961,0.7284196547144755,-624,0.8928199791883454,686
3362,2245,2458,2477,1.4975501113585745,-1595,0.9923294307630198,1937
1253,1157,1242,1155,1.082973206568712,1125,1.0753246753246752,-626
1878,1410,1558,2119,1.3319148936170213,-1532,0.7352524775837659,3188
951,813,1657,1434,1.169741697416974,-939,1.1555090655509066,1218
1599,2134,1626,1387,0.7492970946579194,1,1.1723143475126172,593
912,869,991,624,1.0494821634062141,-1314,1.5881410256410255,750
2062,1021,1071,632,2.0195886385896182,-3751,1.6946202531645569,1749
1124,1070,998,2712,1.050467289719626,-1250,0.36799410029498525,3877
1525,1137,1710,1242,1.3412489006156552,-62,1.3768115942028984,-1158
939,1312,975,1013,0.7157012195121951,2124,0.9624876604146101,375
1575,1770,2341,1336,0.8898305084745762,1281,1.752245508982036,-530
2026,2142,2795,1793,0.945845004668534,936,1.558839933073062,-579
1366,830,866,1170,1.6457831325301204,-1375,0.7401709401709402,3752
1161,1200,1188,1194,0.9675,125,0.9949748743718593,1499
787,5724,924,832,0.1374912648497554,5796,1.1105769230769231,-625
3082,3261,3802,2920,0.9451088623121742,250,1.3020547945205478,422
352,576,546,425,0.6111111111111112,376,1.2847058823529411,-750
966,979,5432,721,0.9867211440245148,312,7.533980582524272,-3851
1822,2046,2087,1738,0.8905180840664711,2311,1.2008055235903337,-312
290,307,278,314,0.9446254071661238,501,0.8853503184713376,751
1085,1194,1338,1324,0.9087102177554439,-126,1.0105740181268883,1499
1470,1496,1409,1070,0.982620320855615,-313,1.316822429906542,876
1102,1107,1279,884,0.995483288166215,-1188,1.4468325791855203,999
236,229,179,236,1.0305676855895196,0,0.7584745762711864,6001
2215,1374,1519,1832,1.6120815138282387,-1532,0.8291484716157205,2282
1315,914,1116,667,1.438730853391685,-2499,1.6731634182908546,-188
2286,2146,2375,2704,1.065237651444548,-595,0.8783284023668639,1562
1027,849,731,456,1.2096584216725559,187,1.6030701754385965,876
520,1509,555,559,0.3445990722332671,3250,0.9928443649373881,375
1338,1251,1190,1266,1.0695443645083933,-686,0.9399684044233807,1251
1255,1220,2851,925,1.028688524590164,0,3.082162162162162,-2189
1163,744,757,1165,1.5631720430107527,-3186,0.6497854077253219,2876
1209,1004,1291,1045,1.204183266932271,-62,1.2354066985645933,1189
1189,952,2264,1042,1.2489495798319328,189,2.1727447216890594,-844
264,397,226,234,0.6649874055415617,2374,0.9658119658119658,-751
1123,1099,706,556,1.021838034576888,-875,1.2697841726618706,1250
1313,1152,1689,1005,1.1397569444444444,501,1.680597014925373,-1282
1380,1282,903,756,1.076443057722309,-1064,1.1944444444444444,-563
2670,3305,1972,2381,0.8078668683812406,1907,0.8282234355312894,2000
304,308,299,378,0.987012987012987,-2250,0.791005291005291,3125
1168,1458,1489,920,0.8010973936899863,-1250,1.6184782608695651,-1001
298,368,667,732,0.8097826086956522,-751,0.9112021857923497,1188
1296,1337,2209,1589,0.9693343305908751,-812,1.3901825047199496,217
1676,1402,1679,1530,1.195435092724679,-1781,1.0973856209150328,2593
2279,2089,1688,1327,1.0909526089037818,-501,1.2720422004521477,1124
234,338,300,250,0.6923076923076923,251,1.2,-1250
1099,709,956,710,1.5500705218617772,-3939,1.3464788732394366,-437
878,984,1063,1584,0.8922764227642277,-1126,0.6710858585858586,3468
248,243,266,230,1.0205761316872428,-750,1.1565217391304348,2000
310,362,683,758,0.856353591160221,-250,0.9010554089709762,250
888,1020,979,1033,0.8705882352941177,-2313,0.9477250726040658,1626
1387,3160,1208,1181,0.4389240506329114,2780,1.0228619813717188,1
227,284,213,257,0.7992957746478874,-1999,0.8287937743190662,2000
1172,1264,747,568,0.9272151898734177,-1063,1.3151408450704225,1000
1249,1222,1245,1167,1.0220949263502455,-1437,1.0668380462724936,2687
1036,872,1044,1130,1.188073394495413,1061,0.9238938053097345,189
2140,1557,2107,1521,1.3744380218368657,-3468,1.3852728468113082,781
1212,1072,915,570,1.1305970149253732,-1438,1.605263157894737,-687
1018,1137,649,579,0.8953386103781882,-999,1.1208981001727116,874
2023,2112,1494,1554,0.9578598484848485,-436,0.9613899613899614,-63
1767,1532,7273,1217,1.1533942558746737,-219,5.976170912078882,-4811
380,431,223,197,0.8816705336426914,-750,1.131979695431472,-1750
759,760,982,933,0.9986842105263158,-874,1.052518756698821,439
889,874,850,846,1.017162471395881,-625,1.0047281323877069,1374
262,402,231,192,0.6517412935323383,1750,1.203125,2249
833,898,967,1324,0.9276169265033407,-688,0.7303625377643505,2376
1303,2056,2519,1197,0.6337548638132295,1095,2.1044277360066834,-1907
1411,1706,1694,1315,0.8270808909730364,1313,1.288212927756654,-1404
2010,1835,3052,2476,1.095367847411444,-156,1.2326332794830372,1751
2282,4183,2910,2355,0.5455414774085584,2577,1.2356687898089171,-31
937,545,597,678,1.7192660550458716,-3312,0.8805309734513275,1250
205,316,295,295,0.6487341772151899,-1000,1.0,499
1040,985,2261,958,1.0558375634517767,-124,2.360125260960334,-1125
739,1131,1218,606,0.6534040671971706,2688,2.00990099009901,-1313
345,245,281,344,1.4081632653061225,-2500,0.8168604651162791,2376
1134,1249,1128,1059,0.9079263410728583,501,1.065155807365439,500
2472,2845,2344,2238,0.8688927943760985,2249,1.0473637176050046,1282
205,176,284,292,1.1647727272727273,0,0.9726027397260274,2500
2446,1902,5354,1861,1.2860147213459516,595,2.876947877485223,-2866
1125,1073,1287,1676,1.048462255358807,-874,0.7678997613365155,2720
2944,2117,2285,2663,1.3906471421823334,-1374,0.8580548253849043,2187
3031,2430,2916,2942,1.2473251028806585,-875,0.991162474507138,1828
619,1003,1057,581,0.617148554336989,750,1.819277108433735,-2562
252,283,250,298,0.8904593639575972,249,0.8389261744966443,-2375
522,576,833,832,0.90625,-3250,1.0012019230769231,374
929,899,1496,1295,1.0333704115684093,-1875,1.1552123552123552,969
1101,1078,669,561,1.0213358070500929,-563,1.1925133689839573,-1375
330,304,248,306,1.0855263157894737,-2126,0.8104575163398693,5000
1005,1159,1063,874,0.8671268334771355,-1813,1.2162471395881007,1313
4505,4074,7006,4672,1.1057928325969564,1,1.4995719178082192,-679
1174,1026,1178,2227,1.1442495126705654,-812,0.52896273013022,2719
1217,949,7238,823,1.2824025289778715,-813,8.794653705953827,-5383
777,791,1253,1212,0.9823008849557522,-1437,1.033828382838284,1126
898,590,506,869,1.5220338983050847,-3438,0.5822784810126582,3186
1101,871,2610,926,1.2640642939150402,314,2.8185745140388767,-1095
226,441,444,266,0.5124716553287982,2874,1.669172932330827,-2875
235,285,240,194,0.8245614035087719,-499,1.2371134020618557,-250
1953,1304,1697,1481,1.4976993865030674,-2750,1.1458474004051318,1624
1221,1049,1291,1841,1.1639656816015254,-625,0.7012493210211841,1968
1883,2147,3646,1880,0.8770377270610153,687,1.9393617021276597,-798
1274,1506,1482,2271,0.8459495351925631,-500,0.6525759577278731,2875
1027,1065,574,557,0.964319248826291,-375,1.030520646319569,250
1122,1185,1215,2378,0.9468354430379747,-1061,0.5109335576114382,3344
580,370,469,497,1.5675675675675675,-999,0.9436619718309859,750
200,211,295,187,0.9478672985781991,251,1.5775401069518717,-2500
1159,1032,3855,911,1.123062015503876,1124,4.2316136114160265,-2561
624,599,362,333,1.0417362270450752,-1125,1.087087087087087,1374
2199,1539,1520,1530,1.428849902534113,-374,0.9934640522875817,1750
677,1136,1264,547,0.5959507042253521,3562,2.3107861060329067,-2251
1607,1015,1132,1035,1.5832512315270937,-2187,1.093719806763285,874
3744,647,956,658,5.786707882534776,-5265,1.452887537993921,249
1200,1026,4089,898,1.1695906432748537,-937,4.5534521158129175,-1986
2560,1435,2104,1555,1.78397212543554,-3124,1.3530546623794213,811
1490,1421,1118,893,1.048557353976073,-1000,1.2519596864501679,-251
371,252,222,256,1.4722222222222223,-1875,0.8671875,1251
370,287,279,353,1.289198606271777,-2750,0.7903682719546742,500
3098,1546,1471,1506,2.0038809831824063,-2577,0.9767596281540505,533
1576,1333,1820,2753,1.1822955738934733,-936,0.6610969851071559,2187
614,215,271,272,2.855813953488372,-5125,0.9963235294117647,3500
1264,756,809,1176,1.6719576719576719,-3813,0.6879251700680272,3312
937,1368,1346,871,0.6849415204678363,-125,1.5453501722158438,-969
1173,1078,749,685,1.088126159554731,-625,1.0934306569343066,1625
4350,1354,1892,1464,3.212703101920236,-5142,1.2923497267759563,1782
721,798,530,420,0.9035087719298246,-1000,1.2619047619047619,1500
564,853,917,444,0.6611957796014069,2376,2.065315315315315,-189
1559,3732,1521,1739,0.4177384780278671,4047,0.8746405980448534,157
1261,1158,1179,2617,1.0889464594127807,-1313,0.45051585785250287,2562
1878,1888,1780,1689,0.9947033898305084,-905,1.0538780343398462,1156
1115,1107,1260,911,1.007226738934056,-1376,1.3830954994511526,-1438
642,987,1032,585,0.6504559270516718,2375,1.764102564102564,-938
1308,810,734,1205,1.614814814814815,-3251,0.6091286307053941,4687
1513,1878,1611,1551,0.8056443024494143,64,1.0386847195357833,657
1521,1362,2672,2174,1.1167400881057268,252,1.2290708371665133,1533
823,522,480,916,1.5766283524904214,-4125,0.5240174672489083,2062
685,628,1204,1136,1.0907643312101911,-2374,1.0598591549295775,1500
4804,2496,3092,2619,1.9246794871794872,-3483,1.1806032836960672,1299
1340,1390,1680,1132,0.9640287769784173,937,1.4840989399293287,-1969
1234,1211,1369,4558,1.018992568125516,-1124,0.3003510311540149,5061
